sample,DGCCA_23,DGCCA_59,DGCCA_76
TCGA-55-8204-01,0.0002805391,-0.040074438,-0.078337505
TCGA-55-8205-01,0.101494014,0.018695658,0.049617726
TCGA-55-8206-01,-0.0141195,-0.027877305,-0.017691039
TCGA-55-8207-01,-0.059440967,-0.00277726,-0.009995273
TCGA-55-8208-01,-0.021205125,0.1323789,0.015350711
TCGA-55-8299-01,-0.32034457,0.10677101,0.13889304
TCGA-55-8301-01,-0.03978069,-0.031348776,-0.0462688
TCGA-55-8302-01,0.006275632,0.024220133,0.08269452
TCGA-55-8505-01,0.0071684085,0.012518805,0.049149413
TCGA-55-8506-01,-0.037947454,0.027385883,-0.029515024
TCGA-55-8507-01,0.02598964,-0.011903958,-0.01073791
TCGA-55-8508-01,0.02659451,-0.12842886,0.08577075
TCGA-55-8510-01,-0.04312122,0.0021521884,-0.0029883287
TCGA-55-8511-01,0.18839008,0.039046887,0.0036755204
TCGA-55-8512-01,-0.005537215,0.069203444,-0.018714732
TCGA-55-8513-01,0.047912728,-0.029629054,0.004391968
TCGA-55-8514-01,0.0481004,0.009259209,-0.0061513796
TCGA-55-8614-01,0.06645885,-0.0550304,0.0014389624
TCGA-55-8615-01,0.04468217,0.012173552,-0.050419945
TCGA-55-8616-01,0.023652796,-0.017278817,-0.0005580264
TCGA-55-8619-01,0.01429258,-0.035352055,0.003860973
TCGA-55-8620-01,-0.01745014,-0.01170374,-0.030397734
TCGA-55-8621-01,-0.0076454794,-0.01599243,0.07537677
TCGA-55-A48X-01,0.0021573303,0.0041537997,0.043042652
TCGA-55-A48Y-01,0.11536918,0.06498236,0.002803257
TCGA-55-A48Z-01,-0.027333215,-0.01516701,0.0023835893
TCGA-55-A490-01,0.017165285,-0.069294274,0.058433075
TCGA-55-A491-01,0.0062754364,0.028074767,-0.084435925
TCGA-55-A492-01,0.0010197264,-0.024141857,-0.012205458
TCGA-55-A493-01,0.049733773,-0.03083487,0.0047153775
TCGA-55-A494-01,-0.015039265,-0.00208407,-0.03143596
TCGA-55-A4DF-01,0.032213688,-0.12150421,-0.08274111
TCGA-55-A4DG-01,-0.03955892,-0.080433816,0.0004887633
TCGA-55-A57B-01,-0.057076283,0.0063428273,-0.18243304
TCGA-62-8394-01,0.04503408,-0.004761621,0.019759934
TCGA-62-8395-01,0.032841325,-0.2428727,-0.11746221
TCGA-62-8397-01,0.035227664,-0.020484168,0.009229602
TCGA-62-8398-01,0.078941084,-0.011067032,-0.07349984
TCGA-62-8399-01,-0.021252656,0.033736013,-0.09114439
TCGA-62-8402-01,0.01084883,0.023283223,-0.107584275
TCGA-62-A46O-01,0.043454655,0.079229414,-0.010110572
TCGA-62-A46P-01,-0.06989047,0.02311238,0.123992026
TCGA-62-A46R-01,-0.030000214,0.030215096,-0.03604015
TCGA-62-A46S-01,0.09826994,0.017621977,0.00053684466
TCGA-62-A46U-01,-0.059118256,0.02793267,-0.0018506288
TCGA-62-A46V-01,0.0033475892,0.069335505,-0.08639875
TCGA-62-A46Y-01,-0.059910208,0.0043743188,-0.026017774
TCGA-62-A470-01,-0.006081173,-0.0039095758,0.024667915
TCGA-62-A471-01,-0.04703505,0.106544144,-0.0930701
TCGA-62-A472-01,-0.05473915,-0.029349012,-0.0059082885
TCGA-64-1676-01,0.09404202,-0.037432455,0.042193685
TCGA-64-1677-01,0.012985537,0.062323783,0.037367266
TCGA-64-1678-01,-0.02590801,0.0071854005,0.07084321
TCGA-64-1679-01,-0.027496442,-0.091069676,0.084091574
TCGA-64-1680-01,-0.05798678,0.2409299,0.03209575
TCGA-64-1681-01,-0.005711655,-0.03969811,-0.013058618
TCGA-64-5774-01,0.01642499,0.077010006,0.03057939
TCGA-64-5775-01,-0.029762128,0.059628785,-0.06532348
TCGA-64-5778-01,0.12845375,0.056484573,-0.009179978
TCGA-64-5779-01,-0.0067159645,-0.06525506,-0.023687525
TCGA-64-5781-01,-0.04202231,0.06915666,0.02590505
TCGA-64-5815-01,0.017807877,0.0066698617,-0.027918467
TCGA-67-3770-01,0.00502525,0.0059542856,0.02172441
TCGA-67-3771-01,0.048503194,0.096932225,0.060326632
TCGA-67-3772-01,-0.084529914,-0.09350743,-0.050027907
TCGA-67-3773-01,-0.021385558,-0.015829168,0.048696842
TCGA-67-3774-01,0.07118696,0.0017143153,0.017385274
TCGA-67-4679-01,-0.029216586,0.030341212,-0.01277965
TCGA-67-6215-01,-0.0022081027,0.03979372,-0.04175715
TCGA-67-6216-01,0.07261055,-0.04700764,-0.08726598
TCGA-67-6217-01,-0.0058515966,0.013192312,0.030780874
TCGA-69-7760-01,-0.006083535,-0.081282556,0.0001700608
TCGA-69-7761-01,0.22723474,0.027531426,0.027121784
TCGA-69-7763-01,-0.046935827,-0.026069937,0.054518398
TCGA-69-7764-01,-0.030446406,-0.014402643,0.041749798
TCGA-69-7765-01,0.09407748,-0.01877898,0.081308424
TCGA-69-7973-01,0.051074367,-0.09103296,0.043123476
TCGA-69-7974-01,0.020797212,-0.058784816,0.032548115
TCGA-69-7978-01,0.02643638,0.024533479,0.030095307
TCGA-69-7979-01,-0.0050144657,0.0023690073,0.059101436
TCGA-69-7980-01,0.0006992788,0.01942935,-0.022560315
TCGA-69-8253-01,-0.035111696,0.0043321913,0.0056883018
TCGA-69-8254-01,-0.0903563,0.036866773,0.02196706
TCGA-69-8255-01,0.050709784,-0.040082168,-0.05038872
TCGA-69-8453-01,0.03330083,-0.008533619,0.024052124
TCGA-69-A59K-01,-0.026916692,-0.024962464,0.052280337
TCGA-71-6725-01,0.07009788,-0.025778458,0.021612076
TCGA-71-8520-01,0.03742961,-0.022541225,0.013926466
TCGA-73-4658-01,-0.023760345,-0.07869006,-0.034420155
TCGA-73-4658-11,0.01933168,0.06565772,-0.04026486
TCGA-73-4659-01,0.020508653,-0.013684802,0.00093118113
TCGA-73-4662-01,0.032120515,0.037559718,-0.02028222
TCGA-73-4666-01,0.005344652,0.036855154,-0.044610504
TCGA-73-4668-01,-0.0067385873,-0.01822023,0.003497744
TCGA-73-4670-01,0.043674804,-0.047646094,-0.0131983645
TCGA-73-4675-01,0.012441408,0.055689137,0.024517478
TCGA-73-4676-01,-0.1362032,0.010270114,-0.08024933
TCGA-73-4676-11,-0.11185085,0.055675976,-0.030603481
TCGA-73-4677-01,0.025591617,-0.052451167,0.029553752
TCGA-73-7498-01,0.001344539,0.05543124,-0.03690937
TCGA-73-7499-01,-0.053305175,0.04026567,0.06988965
TCGA-73-A9RS-01,0.05427877,0.007302046,0.03186981
TCGA-75-5125-01,-0.11040296,-0.0026877865,0.09901003
TCGA-75-5146-01,-0.0055931867,0.027182367,0.07984677
TCGA-75-5147-01,-0.052865688,-0.047983207,-0.0321441
TCGA-75-6206-01,0.05343465,-0.024022717,-0.037293408
TCGA-75-6212-01,-0.0054517626,0.06377133,-0.07068938
TCGA-75-6214-01,0.028482284,-0.027722629,0.010275614
TCGA-75-7025-01,-0.0038788365,0.038530257,-0.06801782
TCGA-75-7027-01,0.062332463,-0.058082934,0.04297642
TCGA-78-7143-01,0.13085361,0.045553423,-0.055337105
TCGA-78-7145-01,0.015665887,0.12783624,0.07570031
TCGA-78-7146-01,0.005417279,0.06749904,-0.011293738
TCGA-78-7147-01,-0.013725033,-0.02034542,0.05342098
TCGA-78-7148-01,-0.025010483,-0.023976093,-0.005353516
TCGA-78-7149-01,-0.061900318,0.018847443,0.08769784
TCGA-78-7150-01,0.06712536,-0.035875212,0.011138858
TCGA-78-7152-01,-0.041089002,0.03938429,-0.07039532
TCGA-78-7153-01,0.107192256,-0.27099988,0.051565252
TCGA-78-7154-01,-0.02105268,-0.097644135,0.0032443756
TCGA-78-7155-01,-0.0006346109,-0.055099007,0.03679219
TCGA-78-7156-01,-0.06640139,-0.018597513,0.054469246
TCGA-78-7158-01,-0.023277393,0.013708297,-0.0007097663
TCGA-78-7159-01,-0.06831137,-0.26129702,-0.036178634
TCGA-78-7160-01,-0.008163476,0.042112496,0.049706984
TCGA-78-7161-01,0.0059811864,0.08694274,0.039749563
TCGA-78-7162-01,0.052376773,0.072588064,-0.061795693
TCGA-78-7163-01,0.03451814,0.02042637,-0.052234754
TCGA-78-7163-11,-0.039605364,-0.0041603865,0.029133314
TCGA-78-7166-01,0.08772729,0.0286597,0.21343598
TCGA-78-7167-01,-0.0029209887,-0.06276705,0.0027206414
TCGA-78-7220-01,-0.008035499,0.05383163,0.017228892
TCGA-78-7535-01,-0.057007156,-0.017480547,0.023342544
TCGA-78-7536-01,0.002218414,-0.021242019,0.004773011
TCGA-78-7537-01,0.03492386,-0.043951705,-0.028775636
TCGA-78-7539-01,0.023764191,-0.0008572688,0.019664938
TCGA-78-7540-01,0.042171393,0.016393878,-0.070845306
TCGA-78-7540-11,0.0467599,-0.031196795,-0.0009341127
TCGA-78-7542-01,0.05082033,-0.01988859,0.022651382
TCGA-78-7633-01,-0.026703138,-0.047390144,0.08017413
TCGA-78-8640-01,-0.048764102,-0.11422269,-0.021661006
TCGA-78-8648-01,0.11973702,0.064594634,0.06546984
TCGA-78-8655-01,-0.15364417,0.0042929114,-0.14749609
TCGA-78-8660-01,-0.10597613,0.072995745,0.077985525
TCGA-78-8662-01,0.035986602,-0.14185886,0.0071236417
TCGA-80-5608-01,0.011723694,-0.0035792077,-0.004722768
TCGA-80-5611-01,0.029055685,0.0062643015,0.024301963
TCGA-83-5908-01,0.029620083,0.09082038,0.018282395
TCGA-86-6562-01,-0.060860533,-0.04409449,-0.007056194
TCGA-86-6851-01,-0.0018227486,-0.007564217,-0.0012895243
TCGA-86-7701-01,0.04773718,-0.020509852,0.04233988
TCGA-86-7711-01,0.27729636,0.062034428,0.18111055
TCGA-86-7711-11,-0.07442955,0.025301438,0.016477415
TCGA-86-7713-01,-0.005789324,-0.040823445,-0.017186966
TCGA-86-7713-11,-0.029993486,0.01410399,-0.0050212783
TCGA-86-7714-01,-0.11133593,-0.03380154,-0.0073498436
TCGA-86-7953-01,0.009705978,0.029064823,-0.14895292
TCGA-86-7954-01,-0.003360389,-0.017480386,0.053887524
TCGA-86-7955-01,0.033179875,0.07536733,0.035857156
TCGA-86-8054-01,-0.043746047,0.015507503,0.0071529304
TCGA-86-8055-01,-0.010019687,-0.0012470335,-0.0037707118
TCGA-86-8056-01,-0.004310046,0.019397896,-0.0070280265
TCGA-86-8073-01,0.008864295,-0.08475688,0.0078862095
TCGA-86-8074-01,-0.046036787,0.07518668,-0.055866577
TCGA-86-8075-01,-0.027178809,-0.00947598,0.00837415
TCGA-86-8076-01,-0.026829824,-0.0129796425,-0.08431433
TCGA-86-8278-01,-0.01735743,0.072579324,-0.007739515
TCGA-86-8279-01,-0.036120728,0.0030122704,0.013289819
TCGA-86-8280-01,-0.041225538,0.045142096,0.018831471
TCGA-86-8281-01,-0.019246256,0.03193366,-0.040220574
TCGA-86-8358-01,-0.0757722,0.05380674,0.0099143125
TCGA-86-8359-01,0.051897995,0.023192612,0.023142546
TCGA-86-8585-01,0.028314706,0.054355755,0.028504297
TCGA-86-8668-01,-0.005660011,-0.004662541,-0.018146083
TCGA-86-8669-01,0.033419672,-0.050043683,0.02604411
TCGA-86-8671-01,0.0003396019,-0.01725929,0.07894794
TCGA-86-8672-01,0.020097641,-0.055973254,-0.01682658
TCGA-86-8673-01,-0.011796579,-0.121365696,0.025932254
TCGA-86-8674-01,0.011991679,-0.014476273,0.034235463
TCGA-86-A456-01,0.05465002,-0.052136373,-0.004542238
TCGA-86-A4D0-01,-0.03899326,0.016182145,-0.11035952
TCGA-86-A4JF-01,-0.06530539,0.04610015,0.009020594
TCGA-86-A4P7-01,-0.013668155,-0.049886383,0.023764988
TCGA-86-A4P8-01,-0.114715554,-0.06355295,-0.0044892677
TCGA-91-6828-01,-0.18430309,-0.05552199,0.07590802
TCGA-91-6828-11,-0.028090756,-0.0057511665,0.13973583
TCGA-91-6829-01,-0.00041531562,0.029595299,-0.13002543
TCGA-91-6829-11,-0.05719521,-0.006308365,0.025394985
TCGA-91-6830-01,-0.020394564,-0.1237161,0.045845527
TCGA-91-6831-01,-0.056499615,0.12913303,-0.05699044
TCGA-91-6831-11,0.045511544,0.055610105,0.019302325
TCGA-91-6835-01,-0.124419324,-0.14797221,-0.06999996
TCGA-91-6835-11,-0.02026729,-0.03807986,-0.058126576
TCGA-91-6836-01,0.019199466,0.046188295,0.015468079
TCGA-91-6836-11,-0.0133905085,-0.07394685,-0.011757514
TCGA-91-6840-01,0.042008504,0.04677791,0.06662622
TCGA-91-6847-01,0.015629282,0.023983557,-0.05852019
TCGA-91-6847-11,0.01416946,0.022315014,0.052303158
TCGA-91-6848-01,0.017552974,0.009981791,0.016638994
TCGA-91-6849-01,-0.07934931,0.050183393,0.013279859
TCGA-91-6849-11,0.014014914,-0.06532877,-0.064125165
TCGA-91-7771-01,-0.009227363,0.031740855,-0.07938805
TCGA-91-8496-01,-0.05496894,-0.08558286,-0.06866968
TCGA-91-8497-01,-0.05638019,-0.056477606,0.07165079
TCGA-91-8499-01,-0.03238259,0.051057637,0.027946291
TCGA-91-A4BC-01,-0.06327671,0.020614123,0.06189454
TCGA-91-A4BD-01,-0.03376547,-0.106614105,-0.113747776
TCGA-93-7347-01,0.025434706,-7.8126344e-05,-0.16945048
TCGA-93-7348-01,0.015132008,0.05254316,0.03338535
TCGA-93-7348-11,0.03980429,-0.042947277,0.066233024
TCGA-93-8067-01,-0.1005329,-0.06744986,-0.036337886
TCGA-93-A4JN-01,-0.0662244,0.051773433,0.004134995
TCGA-93-A4JO-01,0.015926193,-0.026007134,0.0029106692
TCGA-93-A4JP-01,-0.00079138775,0.008624523,0.03746404
TCGA-93-A4JQ-01,-0.017567245,0.016438683,0.025126172
TCGA-95-7039-01,0.008869198,-0.029972788,-0.025042951
TCGA-95-7043-01,0.08831696,0.03413202,-0.026906027
TCGA-95-7562-01,0.031116929,-0.06919041,0.039414518
TCGA-95-7567-01,0.0047694114,-0.05951128,0.029097235
TCGA-95-7944-01,0.010246469,-0.07527252,-0.08622052
TCGA-95-7947-01,-0.05389073,0.00097453146,0.04902658
TCGA-95-7948-01,0.1056178,0.08906577,0.019828662
TCGA-95-8039-01,0.076043434,-0.017016236,-0.014998737
TCGA-95-8494-01,-0.004286161,-0.013064556,-0.011753962
TCGA-95-A4VK-01,-0.0035616106,0.057663783,0.009822048
TCGA-95-A4VN-01,0.04313514,-0.07187756,-0.011223162
TCGA-95-A4VP-01,0.060622822,0.038668875,-0.031041328
TCGA-97-7546-01,-0.07358513,0.12796037,-0.14413926
TCGA-97-7547-01,0.003739542,-0.030827036,-0.036269072
TCGA-97-7552-01,0.025903247,0.044279512,-0.03729411
TCGA-97-7553-01,-0.011726465,0.005521154,-0.021047747
TCGA-97-7554-01,0.0132118715,-0.049494285,0.013233133
TCGA-97-7937-01,0.028742515,0.023740487,-0.006370497
TCGA-97-7938-01,0.045455452,-0.018664347,0.03835187
TCGA-97-7941-01,0.048258632,-0.03624969,0.060815424
TCGA-97-8171-01,0.030191774,-0.0021387963,-0.07095371
TCGA-97-8172-01,-0.044354405,0.0016738047,0.0044166557
TCGA-97-8174-01,-0.0051249666,-0.061348032,-0.04894747
TCGA-97-8175-01,0.025967544,0.017512819,-0.0615926
TCGA-97-8176-01,-0.022226594,0.13403063,0.0034869611
TCGA-97-8177-01,0.026685214,-0.04578673,-0.00095683034
TCGA-97-8179-01,-0.051227782,0.039214157,0.037528228
TCGA-97-8547-01,0.0038027666,-0.02358283,0.05504739
TCGA-97-8552-01,0.08521789,0.0081262775,-0.15400948
TCGA-97-A4LX-01,-0.024946207,-0.0017402256,0.03175989
TCGA-97-A4M0-01,-0.0020486505,-0.013651309,-0.042973574
TCGA-97-A4M1-01,0.0285062,0.035011817,0.017034844
TCGA-97-A4M2-01,0.038849358,-0.019563034,0.017654821
TCGA-97-A4M3-01,-0.06453749,0.022046918,0.0100206435
TCGA-97-A4M5-01,-0.006847007,-0.0054348796,0.0371862
TCGA-97-A4M6-01,0.0016338988,0.016798435,-0.040429328
TCGA-97-A4M7-01,-0.053907663,-0.029995557,-0.0050458703
TCGA-99-7458-01,0.21150573,-0.033676255,-0.06070468
TCGA-99-8025-01,0.07116653,-0.003922856,-0.1352271
TCGA-99-8028-01,0.003791188,-0.14423195,0.07664748
TCGA-99-8032-01,-0.010587031,-0.040368482,0.057629816
TCGA-99-8033-01,0.0058751297,0.0011142294,-0.008067439
TCGA-99-AA5R-01,-0.040488943,-0.041418202,0.034264673
TCGA-J2-8192-01,0.20762844,0.08118266,-0.12794386
TCGA-J2-8194-01,0.029504467,-0.014586013,0.008340173
TCGA-J2-A4AD-01,0.013985708,-0.03870745,-0.029716847
TCGA-J2-A4AE-01,-0.015130615,0.0031190421,-0.04081215
TCGA-J2-A4AG-01,0.11994972,0.01549247,0.016457526
TCGA-L4-A4E5-01,0.057220552,-0.009747624,-0.057581417
TCGA-L4-A4E6-01,-0.01638097,-0.02899053,-0.06492854
TCGA-L9-A443-01,0.0036457852,-0.058915343,0.03974278
TCGA-L9-A444-01,0.016502049,-0.025837531,0.0029222276
TCGA-L9-A50W-01,-0.026558762,0.018799664,0.05061641
TCGA-L9-A5IP-01,0.04391737,0.0154039515,0.020014971
TCGA-L9-A743-01,0.060263693,0.017836178,-0.0071238317
TCGA-L9-A7SV-01,-0.012914228,-0.019042969,0.009287884
TCGA-L9-A8F4-01,0.05038309,-0.046636213,0.13874143
TCGA-MN-A4N1-01,0.09167276,-0.08533001,-0.031022653
TCGA-MN-A4N4-01,-0.011771046,-0.047532964,-0.052569702
TCGA-MN-A4N5-01,0.05343838,0.040933475,0.014299357
TCGA-MP-A4SV-01,-0.09152391,-0.059299767,0.1213912
TCGA-MP-A4SW-01,-0.02763456,0.058478348,0.017619433
TCGA-MP-A4SY-01,-0.017237438,-0.050950438,0.024239352
TCGA-MP-A4T2-01,-0.09138227,0.13689835,-0.006212434
TCGA-MP-A4T4-01,-0.04851875,-0.009043587,-0.01429789
TCGA-MP-A4T6-01,-0.02559789,-0.036768924,0.040017143
TCGA-MP-A4T7-01,-0.029641403,0.06152852,-0.004347139
TCGA-MP-A4T8-01,-0.09254862,-0.050819434,0.0050235353
TCGA-MP-A4T9-01,0.0151704615,-0.0011526952,0.06520135
TCGA-MP-A4TA-01,0.05137106,0.032101274,0.033114754
TCGA-MP-A4TC-01,0.0074435943,-0.06525463,0.0030952422
TCGA-MP-A4TD-01,0.0141534805,0.104398385,0.10798818
TCGA-MP-A4TE-01,-0.014632139,0.006186279,-0.003967505
TCGA-MP-A4TF-01,-0.011430115,0.022599852,-0.005918436
TCGA-MP-A4TH-01,0.013952767,0.10808987,0.074295506
TCGA-MP-A4TI-01,0.01948751,0.014422929,0.06509208
TCGA-MP-A4TJ-01,-0.071644336,-0.0126996,-0.038321774
TCGA-MP-A4TK-01,-0.034581933,0.008967073,0.04807203
TCGA-MP-A5C7-01,0.08534117,-0.031168789,-0.037505165
TCGA-NJ-A4YF-01,0.037922505,-0.007016178,0.053001262
TCGA-NJ-A4YG-01,-0.04655337,0.023619521,-0.03919238
TCGA-NJ-A4YI-01,-0.017372184,-0.0680453,0.020602992
TCGA-NJ-A4YP-01,0.00022135158,0.0010428213,-0.10332067
TCGA-NJ-A4YQ-01,-0.026804645,0.06473957,-0.16444734
TCGA-NJ-A55A-01,0.0040643015,0.024439001,0.0020888203
TCGA-NJ-A55O-01,-0.006449326,0.006100135,0.088291004
TCGA-NJ-A55R-01,-0.024328664,0.0016651324,-0.053537827
TCGA-NJ-A7XG-01,-0.041356508,-0.0073431563,-0.07682206
TCGA-O1-A52J-01,-0.066628896,-0.11829757,-0.076741956
TCGA-S2-AA1A-01,0.024899391,-0.06382373,0.017203478
